San Jose,CA;37.3385811;-121.8855667
Santa Clara,CA;37.3557396;-121.9549866
Mountain View,CA;37.3896713;-122.0815964
San francisco,CA;37.7771187;-122.4196396
Foster City,CA;37.5611382;-122.2688828
Fremont,CA;37.5509109;-121.9821701
Los Angeles,CA;34.0534897;-118.2453232
Redding,CA;40.5875893;-122.3926086
San Diego,CA;32.7156906;-117.1617203
Fresno,CA;36.7406807;-119.7857285
Sacremento,CA;38.44907;-121.3437881
